Card Name,Card URL,Image URL,Description,Rarity Symbols
Beheeyem,https://pocket.limitlesstcg.com/cards/A1a/35,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_035_EN.webp,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.",#35 · ◊◊
Flabébé,https://pocket.limitlesstcg.com/cards/A1a/36,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_036_EN.webp,This Pokémon can draw forth the power hidden within blooming wild flowers. It is particularly fond of red flowers.,#36 · ◊
Floette,https://pocket.limitlesstcg.com/cards/A1a/37,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_037_EN.webp,This Pokémon draws forth what power is left in withered flowers to make them healthy again. It holds a red flower.,#37 · ◊
Florges,https://pocket.limitlesstcg.com/cards/A1a/38,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_038_EN.webp,This Pokémon creates an impressive flower garden in its territory. It draws forth the power of the red flowers around its neck.,#38 · ◊◊
Swirlix,https://pocket.limitlesstcg.com/cards/A1a/39,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_039_EN.webp,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.",#39 · ◊
Slurpuff,https://pocket.limitlesstcg.com/cards/A1a/40,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_040_EN.webp,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.",#40 · ◊
Mankey,https://pocket.limitlesstcg.com/cards/A1a/41,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_041_EN.webp,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.",#41 · ◊
Primeape,https://pocket.limitlesstcg.com/cards/A1a/42,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_042_EN.webp,It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.,#42 · ◊
Geodude,https://pocket.limitlesstcg.com/cards/A1a/43,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_043_EN.webp,"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition.",#43 · ◊
Graveler,https://pocket.limitlesstcg.com/cards/A1a/44,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_044_EN.webp,"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came.",#44 · ◊◊
Golem,https://pocket.limitlesstcg.com/cards/A1a/45,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_045_EN.webp,"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss.",#45 · ◊◊◊
Aerodactyl ex,https://pocket.limitlesstcg.com/cards/A1a/46,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_046_EN.webp,No Description,#46 · ◊◊◊◊
Marshadow,https://pocket.limitlesstcg.com/cards/A1a/47,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_047_EN.webp,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",#47 · ◊◊◊
Stonjourner,https://pocket.limitlesstcg.com/cards/A1a/48,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_048_EN.webp,The elemental composition of the rocks that form its body were found to match the bedrock of a land far away from this Pokémon’s habitat.,#48 · ◊◊
Koffing,https://pocket.limitlesstcg.com/cards/A1a/49,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_049_EN.webp,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.",#49 · ◊
Weezing,https://pocket.limitlesstcg.com/cards/A1a/50,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_050_EN.webp,"If one of the twin Koffing inflates, the other one deflates. It constantly mixes its poisonous gases.",#50 · ◊◊
Purrloin,https://pocket.limitlesstcg.com/cards/A1a/51,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_051_EN.webp,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.,#51 · ◊
Liepard,https://pocket.limitlesstcg.com/cards/A1a/52,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_052_EN.webp,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.,#52 · ◊
Venipede,https://pocket.limitlesstcg.com/cards/A1a/53,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_053_EN.webp,"Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues.",#53 · ◊
Whirlipede,https://pocket.limitlesstcg.com/cards/A1a/54,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_054_EN.webp,This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.,#54 · ◊
Scolipede,https://pocket.limitlesstcg.com/cards/A1a/55,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_055_EN.webp,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.,#55 · ◊◊
Druddigon,https://pocket.limitlesstcg.com/cards/A1a/56,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_056_EN.webp,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.",#56 · ◊◊
Pidgey,https://pocket.limitlesstcg.com/cards/A1a/57,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_057_EN.webp,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.,#57 · ◊
Pidgeotto,https://pocket.limitlesstcg.com/cards/A1a/58,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_058_EN.webp,The claws on its feet are well developed. It can carry prey such as an Exeggcute to its nest over 60 miles away.,#58 · ◊
Pidgeot ex,https://pocket.limitlesstcg.com/cards/A1a/59,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_059_EN.webp,No Description,#59 · ◊◊◊◊
Tauros,https://pocket.limitlesstcg.com/cards/A1a/60,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_060_EN.webp,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed.",#60 · ◊◊◊
Eevee,https://pocket.limitlesstcg.com/cards/A1a/61,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_061_EN.webp,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,#61 · ◊
Chatot,https://pocket.limitlesstcg.com/cards/A1a/62,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_062_EN.webp,It mimics the cries of other Pokémon to trick them into thinking it’s one of them. This way they won’t attack it.,#62 · ◊
Old Amber,https://pocket.limitlesstcg.com/cards/A1a/63,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_063_EN.webp,No Description,#63 · ◊
Pokémon Flute,https://pocket.limitlesstcg.com/cards/A1a/64,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_064_EN.webp,No Description,#64 · ◊◊
Mythical Slab,https://pocket.limitlesstcg.com/cards/A1a/65,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_065_EN.webp,No Description,#65 · ◊◊
Budding Expeditioner,https://pocket.limitlesstcg.com/cards/A1a/66,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_066_EN.webp,No Description,#66 · ◊◊
Blue,https://pocket.limitlesstcg.com/cards/A1a/67,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_067_EN.webp,No Description,#67 · ◊◊
Leaf,https://pocket.limitlesstcg.com/cards/A1a/68,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_068_EN.webp,No Description,#68 · ◊◊
Exeggutor,https://pocket.limitlesstcg.com/cards/A1a/69,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_069_EN.webp,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,#69 · ☆
Serperior,https://pocket.limitlesstcg.com/cards/A1a/70,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_070_EN.webp,It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.,#70 · ☆
Salandit,https://pocket.limitlesstcg.com/cards/A1a/71,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_071_EN.webp,"It taunts its prey and lures them into narrow, rocky areas where it then sprays them with toxic gas to make them dizzy and take them down.",#71 · ☆
Vaporeon,https://pocket.limitlesstcg.com/cards/A1a/72,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_072_EN.webp,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",#72 · ☆
Dedenne,https://pocket.limitlesstcg.com/cards/A1a/73,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_073_EN.webp,"It’s small and its electricity-generating organ is not fully developed, so it uses its tail to absorb electricity from people’s homes and charge itself.",#73 · ☆
Marshadow,https://pocket.limitlesstcg.com/cards/A1a/74,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_074_EN.webp,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",#74 · ☆
Celebi ex,https://pocket.limitlesstcg.com/cards/A1a/75,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_075_EN.webp,No Description,#75 · ☆☆
Gyarados ex,https://pocket.limitlesstcg.com/cards/A1a/76,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_076_EN.webp,No Description,#76 · ☆☆
Mew ex,https://pocket.limitlesstcg.com/cards/A1a/77,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_077_EN.webp,No Description,#77 · ☆☆
Aerodactyl ex,https://pocket.limitlesstcg.com/cards/A1a/78,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_078_EN.webp,No Description,#78 · ☆☆
Pidgeot ex,https://pocket.limitlesstcg.com/cards/A1a/79,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_079_EN.webp,No Description,#79 · ☆☆
Budding Expeditioner,https://pocket.limitlesstcg.com/cards/A1a/80,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_080_EN.webp,No Description,#80 · ☆☆
Blue,https://pocket.limitlesstcg.com/cards/A1a/81,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_081_EN.webp,No Description,#81 · ☆☆
Leaf,https://pocket.limitlesstcg.com/cards/A1a/82,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_082_EN.webp,No Description,#82 · ☆☆
Mew ex,https://pocket.limitlesstcg.com/cards/A1a/83,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_083_EN.webp,No Description,#83 · ☆☆
Aerodactyl ex,https://pocket.limitlesstcg.com/cards/A1a/84,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_084_EN.webp,No Description,#84 · ☆☆
Celebi ex,https://pocket.limitlesstcg.com/cards/A1a/85,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_085_EN.webp,No Description,#85 · ☆☆☆
Mew ex,https://pocket.limitlesstcg.com/cards/A1a/86,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_086_EN.webp,No Description,#86 · ♕
Oddish,https://pocket.limitlesstcg.com/cards/A2/1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_001_EN.webp,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds.",#1 · ◊
Gloom,https://pocket.limitlesstcg.com/cards/A2/2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_002_EN.webp,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.,#2 · ◊
Bellossom,https://pocket.limitlesstcg.com/cards/A2/3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_003_EN.webp,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",#3 · ◊◊
Tangela,https://pocket.limitlesstcg.com/cards/A2/4,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_004_EN.webp,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery.",#4 · ◊
Tangrowth,https://pocket.limitlesstcg.com/cards/A2/5,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_005_EN.webp,"Tangrowth has two arms that it can extend as it pleases. Recent research has shown that these arms are, in fact, bundles of vines.",#5 · ◊◊
Yanma,https://pocket.limitlesstcg.com/cards/A2/6,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_006_EN.webp,Its eyes can see 360 degrees without moving its head. It won’t miss prey—even those behind it.,#6 · ◊
Yanmega ex,https://pocket.limitlesstcg.com/cards/A2/7,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_007_EN.webp,No Description,#7 · ◊◊◊◊
Roselia,https://pocket.limitlesstcg.com/cards/A2/8,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_008_EN.webp,"Its flowers give off a relaxing fragrance. The stronger its aroma, the healthier the Roselia is.",#8 · ◊
Roserade,https://pocket.limitlesstcg.com/cards/A2/9,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_009_EN.webp,"After captivating opponents with its sweet scent, it lashes them with its thorny whips.",#9 · ◊◊
Turtwig,https://pocket.limitlesstcg.com/cards/A2/10,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_010_EN.webp,It uses its whole body to photosynthesize when exposed to sunlight. Its shell is made from hardened soil.,#10 · ◊
Grotle,https://pocket.limitlesstcg.com/cards/A2/11,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_011_EN.webp,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.",#11 · ◊◊
Torterra,https://pocket.limitlesstcg.com/cards/A2/12,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_012_EN.webp,Ancient people imagined that beneath the ground dwelt a gigantic Torterra.,#12 · ◊◊◊
Kricketot,https://pocket.limitlesstcg.com/cards/A2/13,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_013_EN.webp,"Its legs are short. Whenever it stumbles, its stiff antennae clack with a xylophone-like sound.",#13 · ◊
Kricketune,https://pocket.limitlesstcg.com/cards/A2/14,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_014_EN.webp,"By allowing its cry to resonate in the hollow of its belly, it produces a captivating sound.",#14 · ◊
Burmy,https://pocket.limitlesstcg.com/cards/A2/15,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_015_EN.webp,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",#15 · ◊
Wormadam,https://pocket.limitlesstcg.com/cards/A2/16,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_016_EN.webp,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.,#16 · ◊
Combee,https://pocket.limitlesstcg.com/cards/A2/17,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_017_EN.webp,"At night, Combee sleep in a group of about a hundred, packed closely together in a lump.",#17 · ◊
Vespiquen,https://pocket.limitlesstcg.com/cards/A2/18,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_018_EN.webp,It houses its colony in cells in its body and releases various pheromones to make those grubs do its bidding.,#18 · ◊◊
Carnivine,https://pocket.limitlesstcg.com/cards/A2/19,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_019_EN.webp,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.",#19 · ◊◊
Leafeon,https://pocket.limitlesstcg.com/cards/A2/20,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_020_EN.webp,"When you see Leafeon asleep in a patch of sunshine, you’ll know it is using photosynthesis to produce clean air.",#20 · ◊◊◊
Mow Rotom,https://pocket.limitlesstcg.com/cards/A2/21,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_021_EN.webp,The lawn mower is one of the household appliances that led to the development of the Rotom Dex.,#21 · ◊
Shaymin,https://pocket.limitlesstcg.com/cards/A2/22,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_022_EN.webp,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.,#22 · ◊◊◊
Magmar,https://pocket.limitlesstcg.com/cards/A2/23,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_023_EN.webp,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.,#23 · ◊
Magmortar,https://pocket.limitlesstcg.com/cards/A2/24,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_024_EN.webp,"When Magmortar inhales deeply, the fire burning in its belly intensifies, rising in temperature to over 3,600 degrees Fahrenheit.",#24 · ◊◊◊
Slugma,https://pocket.limitlesstcg.com/cards/A2/25,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_025_EN.webp,"A common sight in volcanic areas, it slowly slithers around in a constant search for warm places.",#25 · ◊
